LEGNICA,2017,1,2,-0.1,0.3,2017-1-2
LEGNICA,2017,1,3,1.0,2.0,2017-1-3
LEGNICA,2017,1,4,1.9,0.7,2017-1-4
LEGNICA,2017,1,5,-2.7,0.0,2017-1-5
LEGNICA,2017,1,6,-7.3,0.0,2017-1-6
LEGNICA,2017,1,7,-8.5,0.5,2017-1-7
LEGNICA,2017,1,8,-8.1,0.0,2017-1-8
LEGNICA,2017,1,9,-4.7,0.0,2017-1-9
LEGNICA,2017,1,10,-5.0,0.0,2017-1-10
LEGNICA,2017,1,11,-4.8,1.1,2017-1-11
LEGNICA,2017,1,12,3.1,0.1,2017-1-12
LEGNICA,2017,1,13,2.7,0.2,2017-1-13
LEGNICA,2017,1,14,-0.3,1.1,2017-1-14
LEGNICA,2017,1,15,0.3,0.2,2017-1-15
LEGNICA,2017,1,16,-1.4,1.1,2017-1-16
LEGNICA,2017,1,17,-2.5,0.1,2017-1-17
LEGNICA,2017,1,18,-5.4,0.0,2017-1-18
LEGNICA,2017,1,19,-7.0,0.0,2017-1-19
LEGNICA,2017,1,20,-1.0,0.0,2017-1-20
LEGNICA,2017,1,21,-1.7,0.0,2017-1-21
LEGNICA,2017,1,22,-2.8,0.0,2017-1-22
LEGNICA,2017,1,23,-4.1,0.0,2017-1-23
LEGNICA,2017,1,24,-4.0,0.0,2017-1-24
LEGNICA,2017,1,25,-1.2,0.0,2017-1-25
LEGNICA,2017,1,26,-0.7,0.0,2017-1-26
LEGNICA,2017,1,27,-3.7,0.0,2017-1-27
LEGNICA,2017,1,28,-6.9,0.0,2017-1-28
LEGNICA,2017,1,29,-5.0,0.0,2017-1-29
LEGNICA,2017,1,30,-2.9,0.0,2017-1-30
LEGNICA,2017,1,31,-1.7,0.5,2017-1-31
LEGNICA,2017,2,1,-1.7,0.0,2017-2-1
LEGNICA,2017,2,2,-4.7,8.2,2017-2-2
LEGNICA,2017,2,3,0.1,0.0,2017-2-3
LEGNICA,2017,2,4,1.1,1.6,2017-2-4
LEGNICA,2017,2,5,1.2,0.0,2017-2-5
LEGNICA,2017,2,6,-1.5,0.0,2017-2-6
LEGNICA,2017,2,7,-2.3,0.0,2017-2-7
LEGNICA,2017,2,8,-5.4,0.0,2017-2-8
LEGNICA,2017,2,9,-5.3,0.0,2017-2-9
LEGNICA,2017,2,10,-3.4,0.1,2017-2-10
LEGNICA,2017,2,11,-3.0,0.0,2017-2-11
LEGNICA,2017,2,12,-2.6,0.0,2017-2-12
LEGNICA,2017,2,13,-6.4,0.0,2017-2-13
LEGNICA,2017,2,14,-4.6,0.0,2017-2-14
LEGNICA,2017,2,15,0.0,0.0,2017-2-15
LEGNICA,2017,2,16,3.0,0.8,2017-2-16
LEGNICA,2017,2,17,4.1,1.9,2017-2-17
LEGNICA,2017,2,18,3.5,0.4,2017-2-18
LEGNICA,2017,2,19,3.2,0.0,2017-2-19
LEGNICA,2017,2,20,6.4,0.7,2017-2-20
LEGNICA,2017,2,21,7.9,1.2,2017-2-21
LEGNICA,2017,2,22,7.4,9.9,2017-2-22
LEGNICA,2017,2,23,7.2,1.5,2017-2-23
LEGNICA,2017,2,24,4.4,0.5,2017-2-24
LEGNICA,2017,2,25,2.6,0.1,2017-2-25
LEGNICA,2017,2,26,7.2,0.0,2017-2-26
LEGNICA,2017,2,27,9.5,0.0,2017-2-27
LEGNICA,2017,2,28,9.6,0.0,2017-2-28
LEGNICA,2017,3,1,6.9,0.0,2017-3-1
LEGNICA,2017,3,2,6.5,0.8,2017-3-2
LEGNICA,2017,3,3,7.2,0.0,2017-3-3
LEGNICA,2017,3,4,9.9,0.0,2017-3-4
LEGNICA,2017,3,5,10.7,0.0,2017-3-5
LEGNICA,2017,3,6,6.1,0.0,2017-3-6
LEGNICA,2017,3,7,3.9,0.0,2017-3-7
LEGNICA,2017,3,8,4.9,1.1,2017-3-8
LEGNICA,2017,3,9,5.2,3.5,2017-3-9
LEGNICA,2017,3,10,5.0,2.4,2017-3-10
LEGNICA,2017,3,11,4.3,0.4,2017-3-11
LEGNICA,2017,3,12,2.3,0.0,2017-3-12
LEGNICA,2017,3,13,2.9,0.0,2017-3-13
LEGNICA,2017,3,14,5.4,0.0,2017-3-14
LEGNICA,2017,3,15,9.6,0.0,2017-3-15
LEGNICA,2017,3,16,7.6,0.0,2017-3-16
LEGNICA,2017,3,17,7.8,3.8,2017-3-17
LEGNICA,2017,3,18,6.2,1.6,2017-3-18
LEGNICA,2017,3,19,4.3,11.3,2017-3-19
LEGNICA,2017,3,20,10.9,0.0,2017-3-20
LEGNICA,2017,3,21,11.0,1.7,2017-3-21
LEGNICA,2017,3,22,6.3,0.1,2017-3-22
LEGNICA,2017,3,23,5.9,0.0,2017-3-23
LEGNICA,2017,3,24,7.5,0.0,2017-3-24
LEGNICA,2017,3,25,6.2,0.0,2017-3-25
LEGNICA,2017,3,26,4.9,0.0,2017-3-26
LEGNICA,2017,3,27,7.4,0.0,2017-3-27
LEGNICA,2017,3,28,10.8,0.0,2017-3-28
LEGNICA,2017,3,29,12.2,3.0,2017-3-29
LEGNICA,2017,3,30,11.2,0.1,2017-3-30
LEGNICA,2017,3,31,13.9,0.0,2017-3-31
LEGNICA,2017,4,1,16.7,0.0,2017-4-1
LEGNICA,2017,4,2,13.7,3.6,2017-4-2
LEGNICA,2017,4,3,9.6,7.7,2017-4-3
LEGNICA,2017,4,4,9.7,0.1,2017-4-4
LEGNICA,2017,4,5,9.1,0.3,2017-4-5
LEGNICA,2017,4,6,8.0,2.1,2017-4-6
LEGNICA,2017,4,7,7.1,3.2,2017-4-7
LEGNICA,2017,4,8,9.8,0.0,2017-4-8
LEGNICA,2017,4,9,11.8,0.0,2017-4-9
LEGNICA,2017,4,10,14.6,1.7,2017-4-10
LEGNICA,2017,4,11,7.5,0.1,2017-4-11
LEGNICA,2017,4,12,9.1,1.5,2017-4-12
LEGNICA,2017,4,13,8.9,0.0,2017-4-13
LEGNICA,2017,4,14,8.4,0.0,2017-4-14
LEGNICA,2017,4,15,9.7,1.1,2017-4-15
LEGNICA,2017,4,16,5.0,5.6,2017-4-16
LEGNICA,2017,4,17,5.1,1.6,2017-4-17
LEGNICA,2017,4,18,3.6,2.1,2017-4-18
LEGNICA,2017,4,19,3.4,0.0,2017-4-19
LEGNICA,2017,4,20,3.6,0.0,2017-4-20
LEGNICA,2017,4,21,7.9,0.5,2017-4-21
LEGNICA,2017,4,22,7.7,1.4,2017-4-22
LEGNICA,2017,4,23,4.3,4.4,2017-4-23
LEGNICA,2017,4,24,7.9,0.0,2017-4-24
LEGNICA,2017,4,25,10.8,0.0,2017-4-25
LEGNICA,2017,4,26,5.4,1.1,2017-4-26
LEGNICA,2017,4,27,5.9,2.8,2017-4-27
LEGNICA,2017,4,28,5.3,5.9,2017-4-28
LEGNICA,2017,4,29,7.0,0.1,2017-4-29
LEGNICA,2017,4,30,6.2,0.0,2017-4-30
LEGNICA,2017,5,1,9.6,0.0,2017-5-1
LEGNICA,2017,5,2,8.9,1.6,2017-5-2
LEGNICA,2017,5,3,10.1,7.0,2017-5-3
LEGNICA,2017,5,4,9.6,0.3,2017-5-4
LEGNICA,2017,5,5,12.1,3.8,2017-5-5
LEGNICA,2017,5,6,13.3,0.0,2017-5-6
LEGNICA,2017,5,7,10.2,0.0,2017-5-7
LEGNICA,2017,5,8,7.6,1.9,2017-5-8
LEGNICA,2017,5,9,4.7,0.0,2017-5-9
LEGNICA,2017,5,10,7.1,0.0,2017-5-10
LEGNICA,2017,5,11,11.7,0.0,2017-5-11
LEGNICA,2017,5,12,14.5,0.0,2017-5-12
LEGNICA,2017,5,13,16.2,0.0,2017-5-13
LEGNICA,2017,5,14,15.0,3.8,2017-5-14
LEGNICA,2017,5,15,15.7,1.7,2017-5-15
LEGNICA,2017,5,16,14.9,0.0,2017-5-16
LEGNICA,2017,5,17,15.8,0.0,2017-5-17
LEGNICA,2017,5,18,18.3,0.0,2017-5-18
LEGNICA,2017,5,19,20.2,0.0,2017-5-19
LEGNICA,2017,5,20,14.7,0.0,2017-5-20
LEGNICA,2017,5,21,16.2,0.0,2017-5-21
LEGNICA,2017,5,22,14.2,0.0,2017-5-22
LEGNICA,2017,5,23,16.5,2.2,2017-5-23
LEGNICA,2017,5,24,13.2,0.0,2017-5-24
LEGNICA,2017,5,25,14.4,0.0,2017-5-25
LEGNICA,2017,5,26,16.6,0.0,2017-5-26
LEGNICA,2017,5,27,16.6,0.0,2017-5-27
LEGNICA,2017,5,28,19.3,0.0,2017-5-28
LEGNICA,2017,5,29,21.3,6.1,2017-5-29
LEGNICA,2017,5,30,20.6,2.2,2017-5-30
LEGNICA,2017,5,31,19.5,0.0,2017-5-31
LEGNICA,2017,6,1,16.3,0.0,2017-6-1
LEGNICA,2017,6,2,17.6,0.0,2017-6-2
LEGNICA,2017,6,3,17.3,0.0,2017-6-3
LEGNICA,2017,6,4,17.3,4.6,2017-6-4
LEGNICA,2017,6,5,17.1,0.2,2017-6-5
LEGNICA,2017,6,6,17.6,7.3,2017-6-6
LEGNICA,2017,6,7,15.6,0.0,2017-6-7
LEGNICA,2017,6,8,16.2,0.0,2017-6-8
LEGNICA,2017,6,9,19.6,0.4,2017-6-9
LEGNICA,2017,6,10,17.6,4.5,2017-6-10
LEGNICA,2017,6,11,18.4,0.0,2017-6-11
LEGNICA,2017,6,12,21.3,0.0,2017-6-12
LEGNICA,2017,6,13,16.6,0.0,2017-6-13
LEGNICA,2017,6,14,16.9,0.0,2017-6-14
LEGNICA,2017,6,15,17.6,3.0,2017-6-15
LEGNICA,2017,6,16,16.4,11.0,2017-6-16
LEGNICA,2017,6,17,12.8,1.2,2017-6-17
LEGNICA,2017,6,18,19.0,0.0,2017-6-18
LEGNICA,2017,6,19,20.9,0.0,2017-6-19
LEGNICA,2017,6,20,23.5,0.0,2017-6-20
LEGNICA,2017,6,21,19.9,0.0,2017-6-21
LEGNICA,2017,6,22,20.6,2.1,2017-6-22
LEGNICA,2017,6,23,19.8,0.1,2017-6-23
LEGNICA,2017,6,24,22.1,0.0,2017-6-24
LEGNICA,2017,6,25,21.3,0.0,2017-6-25
LEGNICA,2017,6,26,19.6,0.0,2017-6-26
LEGNICA,2017,6,27,18.7,4.8,2017-6-27
LEGNICA,2017,6,28,20.5,1.1,2017-6-28
LEGNICA,2017,6,29,19.2,10.6,2017-6-29
LEGNICA,2017,6,30,18.7,0.9,2017-6-30
LEGNICA,2017,7,1,17.3,3.3,2017-7-1
LEGNICA,2017,7,2,17.5,0.0,2017-7-2
LEGNICA,2017,7,3,17.2,0.0,2017-7-3
LEGNICA,2017,7,4,17.9,0.0,2017-7-4
LEGNICA,2017,7,5,15.2,4.2,2017-7-5
LEGNICA,2017,7,6,18.6,0.0,2017-7-6
LEGNICA,2017,7,7,19.2,1.9,2017-7-7
LEGNICA,2017,7,8,19.9,8.3,2017-7-8
LEGNICA,2017,7,9,21.3,2.1,2017-7-9
LEGNICA,2017,7,10,21.9,10.7,2017-7-10
LEGNICA,2017,7,11,18.8,4.7,2017-7-11
LEGNICA,2017,7,12,19.7,8.7,2017-7-12
LEGNICA,2017,7,13,15.1,0.0,2017-7-13
LEGNICA,2017,7,14,15.5,0.0,2017-7-14
LEGNICA,2017,7,15,16.5,1.8,2017-7-15
LEGNICA,2017,7,16,18.2,0.0,2017-7-16
LEGNICA,2017,7,17,19.6,0.1,2017-7-17
LEGNICA,2017,7,18,20.2,0.0,2017-7-18
LEGNICA,2017,7,19,22.7,0.0,2017-7-19
LEGNICA,2017,7,20,23.1,1.4,2017-7-20
LEGNICA,2017,7,21,23.9,0.0,2017-7-21
LEGNICA,2017,7,22,23.1,1.9,2017-7-22
LEGNICA,2017,7,23,19.8,7.7,2017-7-23
LEGNICA,2017,7,24,18.9,13.9,2017-7-24
LEGNICA,2017,7,25,17.4,0.1,2017-7-25
LEGNICA,2017,7,26,17.6,7.1,2017-7-26
LEGNICA,2017,7,27,17.5,3.5,2017-7-27
LEGNICA,2017,7,28,18.4,1.3,2017-7-28
LEGNICA,2017,7,29,20.2,0.0,2017-7-29
LEGNICA,2017,7,30,25.4,0.0,2017-7-30
LEGNICA,2017,7,31,25.9,0.0,2017-7-31
LEGNICA,2017,8,1,26.9,4.3,2017-8-1
LEGNICA,2017,8,2,24.0,6.6,2017-8-2
LEGNICA,2017,8,3,23.6,0.1,2017-8-3
LEGNICA,2017,8,4,23.7,0.0,2017-8-4
LEGNICA,2017,8,5,22.4,5.8,2017-8-5
LEGNICA,2017,8,6,19.0,0.0,2017-8-6
LEGNICA,2017,8,7,18.0,0.0,2017-8-7
LEGNICA,2017,8,8,19.5,0.0,2017-8-8
LEGNICA,2017,8,9,22.4,0.1,2017-8-9
LEGNICA,2017,8,10,21.6,4.8,2017-8-10
LEGNICA,2017,8,11,19.6,43.8,2017-8-11
LEGNICA,2017,8,12,15.9,0.0,2017-8-12
LEGNICA,2017,8,13,18.1,0.4,2017-8-13
LEGNICA,2017,8,14,17.7,0.0,2017-8-14
LEGNICA,2017,8,15,19.6,0.0,2017-8-15
LEGNICA,2017,8,16,18.4,3.7,2017-8-16
LEGNICA,2017,8,17,20.7,0.0,2017-8-17
LEGNICA,2017,8,18,23.9,5.9,2017-8-18
LEGNICA,2017,8,19,19.0,0.0,2017-8-19
LEGNICA,2017,8,20,16.7,0.0,2017-8-20
LEGNICA,2017,8,21,16.3,0.0,2017-8-21
LEGNICA,2017,8,22,15.3,0.0,2017-8-22
LEGNICA,2017,8,23,15.0,0.0,2017-8-23
LEGNICA,2017,8,24,18.1,0.2,2017-8-24
LEGNICA,2017,8,25,19.4,0.0,2017-8-25
LEGNICA,2017,8,26,19.6,0.1,2017-8-26
LEGNICA,2017,8,27,20.3,0.0,2017-8-27
LEGNICA,2017,8,28,17.2,0.0,2017-8-28
LEGNICA,2017,8,29,17.5,0.0,2017-8-29
LEGNICA,2017,8,30,20.2,0.0,2017-8-30
LEGNICA,2017,8,31,23.8,18.1,2017-8-31
LEGNICA,2017,9,1,13.9,22.8,2017-9-1
LEGNICA,2017,9,2,13.9,1.3,2017-9-2
LEGNICA,2017,9,3,13.0,0.0,2017-9-3
LEGNICA,2017,9,4,14.1,0.0,2017-9-4
LEGNICA,2017,9,5,15.7,0.0,2017-9-5
LEGNICA,2017,9,6,15.6,5.1,2017-9-6
LEGNICA,2017,9,7,14.4,0.0,2017-9-7
LEGNICA,2017,9,8,14.7,0.0,2017-9-8
LEGNICA,2017,9,9,17.8,0.0,2017-9-9
LEGNICA,2017,9,10,14.8,0.3,2017-9-10
LEGNICA,2017,9,11,14.6,2.0,2017-9-11
LEGNICA,2017,9,12,15.0,0.0,2017-9-12
LEGNICA,2017,9,13,15.0,0.1,2017-9-13
LEGNICA,2017,9,14,15.3,0.7,2017-9-14
LEGNICA,2017,9,15,13.3,0.0,2017-9-15
LEGNICA,2017,9,16,11.2,0.2,2017-9-16
LEGNICA,2017,9,17,11.4,0.0,2017-9-17
LEGNICA,2017,9,18,12.4,0.0,2017-9-18
LEGNICA,2017,9,19,9.9,0.0,2017-9-19
LEGNICA,2017,9,20,11.3,0.0,2017-9-20
LEGNICA,2017,9,21,11.8,0.0,2017-9-21
LEGNICA,2017,9,22,12.1,0.2,2017-9-22
LEGNICA,2017,9,23,10.4,18.7,2017-9-23
LEGNICA,2017,9,24,13.3,5.5,2017-9-24
LEGNICA,2017,9,25,13.6,0.3,2017-9-25
LEGNICA,2017,9,26,12.8,0.0,2017-9-26
LEGNICA,2017,9,27,12.6,0.0,2017-9-27
LEGNICA,2017,9,28,13.1,0.5,2017-9-28
LEGNICA,2017,9,29,12.2,0.0,2017-9-29
LEGNICA,2017,9,30,12.7,0.0,2017-9-30
LEGNICA,2017,10,1,12.5,0.0,2017-10-1
LEGNICA,2017,10,2,12.7,3.4,2017-10-2
LEGNICA,2017,10,3,12.3,1.2,2017-10-3
LEGNICA,2017,10,4,12.3,0.0,2017-10-4
LEGNICA,2017,10,5,12.0,4.4,2017-10-5
LEGNICA,2017,10,6,10.1,2.0,2017-10-6
LEGNICA,2017,10,7,10.6,2.5,2017-10-7
LEGNICA,2017,10,8,10.4,1.9,2017-10-8
LEGNICA,2017,10,9,8.8,2.0,2017-10-9
LEGNICA,2017,10,10,10.8,0.5,2017-10-10
LEGNICA,2017,10,11,14.3,0.1,2017-10-11
LEGNICA,2017,10,12,14.4,0.0,2017-10-12
LEGNICA,2017,10,13,12.5,0.0,2017-10-13
LEGNICA,2017,10,14,15.0,0.0,2017-10-14
LEGNICA,2017,10,15,16.4,0.0,2017-10-15
LEGNICA,2017,10,16,14.2,0.0,2017-10-16
LEGNICA,2017,10,17,14.6,0.0,2017-10-17
LEGNICA,2017,10,18,12.3,0.0,2017-10-18
LEGNICA,2017,10,19,12.6,0.0,2017-10-19
LEGNICA,2017,10,20,12.5,0.0,2017-10-20
LEGNICA,2017,10,21,11.5,9.7,2017-10-21
LEGNICA,2017,10,22,11.0,4.5,2017-10-22
LEGNICA,2017,10,23,9.9,0.0,2017-10-23
LEGNICA,2017,10,24,10.3,1.7,2017-10-24
LEGNICA,2017,10,25,13.9,0.2,2017-10-25
LEGNICA,2017,10,26,13.2,1.7,2017-10-26
LEGNICA,2017,10,27,10.5,2.7,2017-10-27
LEGNICA,2017,10,28,8.8,5.9,2017-10-28
LEGNICA,2017,10,29,7.2,9.1,2017-10-29
LEGNICA,2017,10,30,5.2,0.0,2017-10-30
LEGNICA,2017,10,31,5.5,0.2,2017-10-31
LEGNICA,2017,11,1,8.7,0.1,2017-11-1
LEGNICA,2017,11,2,10.1,1.6,2017-11-2
LEGNICA,2017,11,3,8.9,0.0,2017-11-3
LEGNICA,2017,11,4,7.0,0.0,2017-11-4
LEGNICA,2017,11,5,9.2,0.3,2017-11-5
LEGNICA,2017,11,6,8.1,1.8,2017-11-6
LEGNICA,2017,11,7,7.8,0.4,2017-11-7
LEGNICA,2017,11,8,4.9,0.0,2017-11-8
LEGNICA,2017,11,9,6.3,0.0,2017-11-9
LEGNICA,2017,11,10,8.1,0.7,2017-11-10
LEGNICA,2017,11,11,5.8,2.2,2017-11-11
LEGNICA,2017,11,12,4.8,5.1,2017-11-12
LEGNICA,2017,11,13,3.6,0.0,2017-11-13
LEGNICA,2017,11,14,4.3,0.0,2017-11-14
LEGNICA,2017,11,15,6.2,0.4,2017-11-15
LEGNICA,2017,11,16,6.6,0.0,2017-11-16
LEGNICA,2017,11,17,4.5,0.2,2017-11-17
LEGNICA,2017,11,18,2.0,0.0,2017-11-18
LEGNICA,2017,11,19,4.0,4.0,2017-11-19
LEGNICA,2017,11,20,3.5,0.4,2017-11-20
LEGNICA,2017,11,21,3.7,7.6,2017-11-21
LEGNICA,2017,11,22,7.4,0.1,2017-11-22
LEGNICA,2017,11,23,5.4,0.0,2017-11-23
LEGNICA,2017,11,24,9.4,1.1,2017-11-24
LEGNICA,2017,11,25,7.0,0.7,2017-11-25
LEGNICA,2017,11,26,3.2,0.0,2017-11-26
LEGNICA,2017,11,27,3.7,0.0,2017-11-27
LEGNICA,2017,11,28,4.5,0.5,2017-11-28
LEGNICA,2017,11,29,3.3,0.0,2017-11-29
LEGNICA,2017,11,30,1.0,2.8,2017-11-30
LEGNICA,2017,12,1,0.9,0.0,2017-12-1
LEGNICA,2017,12,2,0.8,0.0,2017-12-2
LEGNICA,2017,12,3,0.4,0.0,2017-12-3
LEGNICA,2017,12,4,1.9,5.3,2017-12-4
LEGNICA,2017,12,5,4.7,0.6,2017-12-5
LEGNICA,2017,12,6,6.1,0.0,2017-12-6
LEGNICA,2017,12,7,5.1,0.0,2017-12-7
LEGNICA,2017,12,8,5.0,0.1,2017-12-8
LEGNICA,2017,12,9,1.3,0.0,2017-12-9
LEGNICA,2017,12,10,1.0,0.0,2017-12-10
LEGNICA,2017,12,11,6.7,0.0,2017-12-11
LEGNICA,2017,12,12,7.5,0.0,2017-12-12
LEGNICA,2017,12,13,2.4,0.0,2017-12-13
LEGNICA,2017,12,14,4.4,3.5,2017-12-14
LEGNICA,2017,12,15,2.4,2.9,2017-12-15
LEGNICA,2017,12,16,0.4,0.5,2017-12-16
LEGNICA,2017,12,17,1.0,2.6,2017-12-17
LEGNICA,2017,12,18,-2.6,0.0,2017-12-18
LEGNICA,2017,12,19,-2.7,0.8,2017-12-19
LEGNICA,2017,12,20,0.5,0.2,2017-12-20
LEGNICA,2017,12,21,3.7,3.1,2017-12-21
LEGNICA,2017,12,22,5.1,0.7,2017-12-22
LEGNICA,2017,12,23,6.4,0.0,2017-12-23
LEGNICA,2017,12,24,9.5,0.0,2017-12-24
LEGNICA,2017,12,25,6.9,0.0,2017-12-25
LEGNICA,2017,12,26,2.7,0.0,2017-12-26
LEGNICA,2017,12,27,3.8,1.7,2017-12-27
LEGNICA,2017,12,28,3.7,8.8,2017-12-28
LEGNICA,2017,12,29,1.6,0.0,2017-12-29
LEGNICA,2017,12,30,1.1,0.2,2017-12-30
LEGNICA,2017,12,31,9.4,0.1,2017-12-31
LEGNICA,2018,1,2,4.5,0.3,2018-1-2
LEGNICA,2018,1,3,4.1,4.3,2018-1-3
LEGNICA,2018,1,4,6.4,0.0,2018-1-4
LEGNICA,2018,1,5,8.1,0.0,2018-1-5
LEGNICA,2018,1,6,6.7,0.0,2018-1-6
LEGNICA,2018,1,7,3.3,1.5,2018-1-7
LEGNICA,2018,1,8,-0.9,0.0,2018-1-8
LEGNICA,2018,1,9,0.1,0.0,2018-1-9
LEGNICA,2018,1,10,3.2,14.1,2018-1-10
LEGNICA,2018,1,11,3.8,0.0,2018-1-11
LEGNICA,2018,1,12,1.4,0.0,2018-1-12
LEGNICA,2018,1,13,-0.3,0.0,2018-1-13
LEGNICA,2018,1,14,-2.0,0.0,2018-1-14
LEGNICA,2018,1,15,-2.2,0.0,2018-1-15
LEGNICA,2018,1,16,1.0,1.4,2018-1-16
LEGNICA,2018,1,17,1.6,0.3,2018-1-17
LEGNICA,2018,1,18,2.8,0.3,2018-1-18
LEGNICA,2018,1,19,2.0,0.4,2018-1-19
LEGNICA,2018,1,20,0.6,0.0,2018-1-20
LEGNICA,2018,1,21,-2.0,0.1,2018-1-21
LEGNICA,2018,1,22,-1.3,0.0,2018-1-22
LEGNICA,2018,1,23,0.2,0.0,2018-1-23
LEGNICA,2018,1,24,5.1,0.0,2018-1-24
LEGNICA,2018,1,25,6.2,0.0,2018-1-25
LEGNICA,2018,1,26,4.5,1.2,2018-1-26
LEGNICA,2018,1,27,5.2,2.3,2018-1-27
LEGNICA,2018,1,28,6.4,0.0,2018-1-28
LEGNICA,2018,1,29,9.8,0.3,2018-1-29
LEGNICA,2018,1,30,5.2,0.0,2018-1-30
LEGNICA,2018,1,31,4.3,0.9,2018-1-31
LEGNICA,2018,2,1,4.6,0.4,2018-2-1
LEGNICA,2018,2,2,2.5,0.0,2018-2-2
LEGNICA,2018,2,3,2.2,0.0,2018-2-3
LEGNICA,2018,2,4,0.5,0.0,2018-2-4
LEGNICA,2018,2,5,-2.7,0.5,2018-2-5
LEGNICA,2018,2,6,-6.2,0.0,2018-2-6
LEGNICA,2018,2,7,-3.1,0.0,2018-2-7
LEGNICA,2018,2,8,-0.9,0.0,2018-2-8
LEGNICA,2018,2,9,-1.7,0.0,2018-2-9
LEGNICA,2018,2,10,-0.9,0.0,2018-2-10
LEGNICA,2018,2,11,1.7,0.0,2018-2-11
LEGNICA,2018,2,12,2.5,0.0,2018-2-12
LEGNICA,2018,2,13,0.5,0.0,2018-2-13
LEGNICA,2018,2,14,-2.6,0.0,2018-2-14
LEGNICA,2018,2,15,-0.3,0.0,2018-2-15
LEGNICA,2018,2,16,3.8,0.0,2018-2-16
LEGNICA,2018,2,17,1.6,0.0,2018-2-17
LEGNICA,2018,2,18,1.0,0.0,2018-2-18
LEGNICA,2018,2,19,-1.1,0.0,2018-2-19
LEGNICA,2018,2,20,-1.3,0.0,2018-2-20
LEGNICA,2018,2,21,-2.6,0.0,2018-2-21
LEGNICA,2018,2,22,-3.5,0.0,2018-2-22
LEGNICA,2018,2,23,-5.2,0.0,2018-2-23
LEGNICA,2018,2,24,-6.1,0.0,2018-2-24
LEGNICA,2018,2,25,-8.3,0.0,2018-2-25
LEGNICA,2018,2,26,-9.2,0.0,2018-2-26
LEGNICA,2018,2,27,-10.2,0.0,2018-2-27
LEGNICA,2018,2,28,-9.8,0.0,2018-2-28
LEGNICA,2018,3,1,-9.4,0.0,2018-3-1
LEGNICA,2018,3,2,-8.9,0.0,2018-3-2
LEGNICA,2018,3,3,-9.2,0.0,2018-3-3
LEGNICA,2018,3,4,-5.2,0.0,2018-3-4
